       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.19950D+03  0.9977341       10.00227       2.3201      -7.8132      0.38082E-03 -0.23145      0.77945     -0.15955E-03   8.9635       0.0000       1036.7      0.99688       0.0000      0.67265E-02  0.92627E-02   63235.      0.67265E-02  0.92627E-02  0.81427E-01  0.45300E-01  0.99773      0.22659E-02  0.88619      0.88076E-01  0.90499      0.89541E-01  0.82608E-01  0.20448       4.4712      0.27902      0.48939E-08  0.48939E-08
 0.19975D+03  0.9976769       10.00232       2.6037      -8.0202      0.39923E-03 -0.25972      0.80004     -0.16138E-03   9.2734       0.0000       1050.2      0.99692       0.0000      0.66522E-02  0.93973E-02   64478.      0.66522E-02  0.93973E-02  0.81060E-01  0.47390E-01  0.99768      0.23231E-02  0.88578      0.87131E-01  0.90455      0.89491E-01  0.82065E-01  0.19830       4.5166      0.28101      0.48338E-08  0.48338E-08
 0.20000D+03  0.9976769       10.00232       2.8867      -8.2212      0.41404E-03 -0.28795      0.82010     -0.16286E-03   9.5825       0.0000       1047.8      0.99691       0.0000      0.66606E-02  0.93592E-02   64251.      0.66606E-02  0.93592E-02  0.81306E-01  0.47012E-01  0.99768      0.23231E-02  0.88519      0.87322E-01  0.90399      0.91382E-01  0.81921E-01  0.19908       4.4985      0.28055      0.47765E-08  0.47765E-08
 0.20025D+03  0.9976698       10.00233       3.1668      -8.4155      0.42836E-03 -0.31589      0.83947     -0.16429E-03   9.8885       0.0000       1047.4      0.99691       0.0000      0.66529E-02  0.93470E-02   64220.      0.66529E-02  0.93469E-02  0.81552E-01  0.46714E-01  0.99767      0.23302E-02  0.88478      0.88922E-01  0.90361      0.95976E-01  0.81578E-01  0.20009       4.4774      0.27871      0.47223E-08  0.47223E-08
 0.20050D+03  0.9976483       10.00235       3.4455      -8.6043      0.44109E-03 -0.34368      0.85828     -0.16556E-03   10.193       0.0000       1051.0      0.99692       0.0000      0.66128E-02  0.93820E-02   64552.      0.66128E-02  0.93820E-02  0.81614E-01  0.46944E-01  0.99765      0.23517E-02  0.88477      0.93089E-01  0.90358      0.10705      0.81025E-01  0.19986       4.4679      0.27562      0.46706E-08  0.46706E-08
 0.20075D+03  0.9976483       10.00235       3.7203      -8.7863      0.45468E-03 -0.37109      0.87644     -0.16691E-03   10.493       0.0000       1049.4      0.99692       0.0000      0.66037E-02  0.93587E-02   64405.      0.66037E-02  0.93587E-02  0.81814E-01  0.45987E-01  0.99765      0.23517E-02  0.88513      0.96752E-01  0.90391      0.11572      0.80716E-01  0.20351       4.4221      0.27250      0.46219E-08  0.46219E-08
 0.20100D+03  0.9976340       10.00237       3.9942      -8.9641      0.46641E-03 -0.39840      0.89415     -0.16808E-03   10.793       0.0000       1051.8      0.99692       0.0000      0.65723E-02  0.93759E-02   64621.      0.65723E-02  0.93759E-02  0.81760E-01  0.45632E-01  0.99763      0.23660E-02  0.88568      0.10233      0.90440      0.12715      0.80385E-01  0.20547       4.3917      0.26808      0.45753E-08  0.45753E-08
 0.20125D+03  0.9976269       10.00237       4.2654      -9.1366      0.47960E-03 -0.42545      0.91135     -0.16940E-03   11.089       0.0000       1052.5      0.99692       0.0000      0.65557E-02  0.93793E-02   64687.      0.65557E-02  0.93793E-02  0.81734E-01  0.44831E-01  0.99763      0.23731E-02  0.88611      0.11014      0.90477      0.14139      0.80207E-01  0.20921       4.3464      0.26327      0.45311E-08  0.45311E-08
 0.20150D+03  0.9976197       10.00238       4.5344      -9.3044      0.49402E-03 -0.45228      0.92808     -0.17084E-03   11.383       0.0000       1053.3      0.99693       0.0000      0.65451E-02  0.93827E-02   64758.      0.65451E-02  0.93827E-02  0.81707E-01  0.43992E-01  0.99762      0.23803E-02  0.88628      0.11996      0.90490      0.15764      0.80104E-01  0.21328       4.2991      0.25835      0.44888E-08  0.44888E-08
 0.20175D+03  0.9976126       10.00239       4.8018      -9.4682      0.50697E-03 -0.47893      0.94441     -0.17213E-03   11.675       0.0000       1053.9      0.99693       0.0000      0.65404E-02  0.93907E-02   64818.      0.65404E-02  0.93907E-02  0.81701E-01  0.43151E-01  0.99761      0.23874E-02  0.88624      0.12975      0.90484      0.17256      0.80052E-01  0.21763       4.2514      0.25292      0.44486E-08  0.44486E-08
 0.20200D+03  0.9975983       10.00240       5.0666      -9.6276      0.52675E-03 -0.50534      0.96030     -0.17410E-03   11.965       0.0000       1056.1      0.99693       0.0000      0.65245E-02  0.94237E-02   65018.      0.65245E-02  0.94237E-02  0.81619E-01  0.42804E-01  0.99760      0.24017E-02  0.88610      0.14122      0.90473      0.19030      0.79938E-01  0.22016       4.2217      0.25068      0.44103E-08  0.44103E-08
 0.20225D+03  0.9975911       10.00241       5.3298      -9.7834      0.53481E-03 -0.53158      0.97582     -0.17490E-03   12.252       0.0000       1056.6      0.99694       0.0000      0.65191E-02  0.94371E-02   65065.      0.65191E-02  0.94371E-02  0.81694E-01  0.42090E-01  0.99759      0.24089E-02  0.88592      0.15597      0.90457      0.21066      0.79799E-01  0.22421       4.1801      0.24829      0.43734E-08  0.43734E-08
 0.20250D+03  0.9975768       10.00242       5.5907      -9.9354      0.54812E-03 -0.55760      0.99097     -0.17623E-03   12.537       0.0000       1058.7      0.99694       0.0000      0.64997E-02  0.94704E-02   65258.      0.64997E-02  0.94704E-02  0.81678E-01  0.42007E-01  0.99758      0.24232E-02  0.88578      0.17670      0.90443      0.24328      0.79577E-01  0.22545       4.1636      0.24809      0.43384E-08  0.43384E-08
 0.20275D+03  0.9975768       10.00242       5.8496      -10.084      0.55971E-03 -0.58342       1.0058     -0.17738E-03   12.820       0.0000       1057.8      0.99694       0.0000      0.64949E-02  0.94642E-02   65178.      0.64949E-02  0.94641E-02  0.81891E-01  0.41078E-01  0.99758      0.24232E-02  0.88577      0.19713      0.90442      0.26949      0.79311E-01  0.23039       4.1173      0.24947      0.43049E-08  0.43049E-08
 0.20300D+03  0.9975697       10.00243       6.1069      -10.229      0.57263E-03 -0.60908       1.0203     -0.17867E-03   13.102       0.0000       1058.6      0.99694       0.0000      0.64781E-02  0.94787E-02   65251.      0.64781E-02  0.94787E-02  0.81921E-01  0.40850E-01  0.99757      0.24303E-02  0.88599      0.21630      0.90462      0.30196      0.79078E-01  0.23203       4.0998      0.25441      0.42727E-08  0.42727E-08
 0.20325D+03  0.9975625       10.00244       6.3625      -10.371      0.58492E-03 -0.63456       1.0344     -0.17990E-03   13.381       0.0000       1059.5      0.99694       0.0000      0.64607E-02  0.94937E-02   65337.      0.64607E-02  0.94937E-02  0.81878E-01  0.40836E-01  0.99756      0.24375E-02  0.88633      0.23692      0.90495      0.32960      0.78906E-01  0.23248       4.0931      0.26429      0.42415E-08  0.42415E-08
 0.20350D+03  0.9975554       10.00244       6.6154      -10.510      0.59158E-03 -0.65979       1.0483     -0.18056E-03   13.658       0.0000       1060.5      0.99695       0.0000      0.64483E-02  0.95130E-02   65426.      0.64483E-02  0.95130E-02  0.81785E-01  0.41012E-01  0.99756      0.24446E-02  0.88659      0.25340      0.90517      0.35277      0.78844E-01  0.23196       4.0959      0.28144      0.42112E-08  0.42112E-08
 0.20375D+03  0.9975554       10.00244       6.8673      -10.647      0.60244E-03 -0.68490       1.0619     -0.18164E-03   13.933       0.0000       1060.1      0.99695       0.0000      0.64472E-02  0.95105E-02   65386.      0.64472E-02  0.95105E-02  0.81848E-01  0.40815E-01  0.99756      0.24446E-02  0.88664      0.27858      0.90519      0.40301      0.78771E-01  0.23301       4.0861      0.30303      0.41832E-08  0.41832E-08
 0.20400D+03  0.9975554       10.00242       7.1171      -10.780      0.61310E-03 -0.70981       1.0752     -0.18275E-03   14.206      0.21444E-04   1059.7      0.99694      0.71480E-05  0.64484E-02  0.94590E-02   65350.      0.64484E-02  0.94590E-02  0.81948E-01  0.40825E-01  0.99756      0.24232E-02  0.88650      0.29916      0.90505      0.49843      0.78688E-01  0.23170       4.1046      0.33173      0.27265E-05  0.27265E-05
 0.20425D+03  0.9975554       10.00242       7.3652      -10.911      0.62359E-03 -0.73456       1.0883     -0.18386E-03   14.477      0.21444E-04   1059.9      0.99695      0.71480E-05  0.64499E-02  0.94522E-02   65375.      0.64499E-02  0.94522E-02  0.82093E-01  0.41104E-01  0.99756      0.24232E-02  0.88630      0.31857      0.90486      0.54055      0.78568E-01  0.22996       4.1186      0.36524      0.36935E-05  0.36935E-05
 0.20450D+03  0.9975482       10.00242       7.6117      -11.040      0.63340E-03 -0.75914       1.1011     -0.18553E-03   14.747      0.28592E-04   1060.8      0.99695      0.14296E-04  0.64401E-02  0.94288E-02   65454.      0.64401E-02  0.94288E-02  0.82091E-01  0.42313E-01  0.99755      0.24232E-02  0.88619      0.33802      0.90477      0.59969      0.78452E-01  0.22283       4.1787      0.40384      0.62041E-05  0.62041E-05
 0.20475D+03  0.9975482       10.00239       7.8566      -11.166      0.64354E-03 -0.78355       1.1136     -0.18651E-03   15.015      0.64332E-04   1059.3      0.99694      0.50036E-04  0.64378E-02  0.92713E-02   65313.      0.64378E-02  0.92713E-02  0.82264E-01  0.43064E-01  0.99755      0.23874E-02  0.88619      0.34981      0.90477      0.64303      0.78258E-01  0.21529       4.2471      0.45369      0.11381E-04  0.11381E-04
 0.20500D+03  0.9975482       10.00238       8.0999      -11.290      0.65352E-03 -0.80781       1.1260     -0.18647E-03   15.281      0.71480E-04   1058.9      0.99694      0.28592E-04  0.64333E-02  0.92648E-02   65281.      0.64333E-02  0.92647E-02  0.82420E-01  0.44138E-01  0.99755      0.23803E-02  0.88627      0.35508      0.90484      0.65601      0.78056E-01  0.20990       4.3062      0.50748      0.83975E-05  0.83975E-05
 0.20525D+03  0.9975554       10.00233       8.3416      -11.411      0.66393E-03 -0.83192       1.1381     -0.18779E-03   15.545      0.11437E-03   1056.7      0.99694      0.57184E-04  0.64373E-02  0.91014E-02   65071.      0.64373E-02  0.91014E-02  0.82746E-01  0.44512E-01  0.99756      0.23302E-02  0.88641      0.34442      0.90496      0.64186      0.77796E-01  0.20447       4.3706      0.56805      0.12170E-04  0.12170E-04
 0.20550D+03  0.9975482       10.00230       8.5818      -11.531      0.67304E-03 -0.85586       1.1500     -0.19044E-03   15.807      0.15011E-03   1056.7      0.99694      0.78628E-04  0.64228E-02  0.89885E-02   65073.      0.64228E-02  0.89885E-02  0.82607E-01  0.46440E-01  0.99755      0.23016E-02  0.88662      0.33250      0.90515      0.62824      0.77752E-01  0.19355       4.4919      0.62751      0.18140E-04  0.18140E-04
 0.20575D+03  0.9975482       10.00228       8.8204      -11.648      0.68259E-03 -0.87965       1.1618     -0.19212E-03   16.068      0.17155E-03   1056.3      0.99693      0.10007E-03  0.64195E-02  0.89407E-02   65036.      0.64195E-02  0.89407E-02  0.82654E-01  0.47861E-01  0.99755      0.22802E-02  0.88677      0.32024      0.90530      0.60821      0.77667E-01  0.18680       4.5815      0.69359      0.20042E-04  0.20042E-04
 0.20600D+03  0.9975411       10.00229       9.0577      -11.764      0.69110E-03 -0.90331       1.1733     -0.19550E-03   16.328      0.17155E-03   1056.7      0.99694      0.12866E-03  0.64111E-02  0.89640E-02   65074.      0.64111E-02  0.89637E-02  0.82476E-01  0.50289E-01  0.99754      0.22873E-02  0.88681      0.31294      0.90533      0.59770      0.77733E-01  0.17825       4.6889      0.76594      0.21831E-04  0.21831E-04
 0.20625D+03  0.9975411       10.00227       9.2935      -11.878      0.70040E-03 -0.92681       1.1846     -0.19698E-03   16.586      0.18585E-03   1056.5      0.99694      0.12866E-03  0.64111E-02  0.88986E-02   65053.      0.64111E-02  0.88984E-02  0.82555E-01  0.51699E-01  0.99754      0.22731E-02  0.88671      0.30590      0.90524      0.59293      0.77658E-01  0.17212       4.7691      0.83301      0.22872E-04  0.22872E-04
 0.20650D+03  0.9975340       10.00227       9.5279      -11.990      0.70762E-03 -0.95018       1.1958     -0.19874E-03   16.842      0.19299E-03   1057.2      0.99694      0.12866E-03  0.64025E-02  0.88922E-02   65119.      0.64025E-02  0.88920E-02  0.82452E-01  0.54243E-01  0.99753      0.22731E-02  0.88654      0.29909      0.90507      0.58719      0.77651E-01  0.16393       4.8850      0.89791      0.23455E-04  0.23455E-04
 0.20675D+03  0.9975340       10.00227       9.7610      -12.100      0.71671E-03 -0.97341       1.2068     -0.20048E-03   17.097      0.20014E-03   1056.7      0.99694      0.15011E-03  0.64019E-02  0.88676E-02   65077.      0.64019E-02  0.88674E-02  0.82605E-01  0.55978E-01  0.99753      0.22659E-02  0.88642      0.29214      0.90496      0.57875      0.77500E-01  0.15841       4.9704      0.96306      0.23941E-04  0.23941E-04
 0.20700D+03  0.9975268       10.00227       9.9927      -12.209      0.72886E-03 -0.99651       1.2176     -0.20255E-03   17.350      0.20014E-03   1057.6      0.99694      0.15011E-03  0.63926E-02  0.88993E-02   65154.      0.63926E-02  0.88991E-02  0.82522E-01  0.58741E-01  0.99753      0.22731E-02  0.88646      0.28729      0.90499      0.56991      0.77465E-01  0.15150       5.0835       1.0240      0.23458E-04  0.23458E-04
 0.20725D+03  0.9975268       10.00228       10.223      -12.316      0.73768E-03  -1.0195       1.2283     -0.20478E-03   17.602      0.19299E-03   1057.2      0.99694      0.15726E-03  0.63898E-02  0.89438E-02   65121.      0.63898E-02  0.89435E-02  0.82659E-01  0.60848E-01  0.99753      0.22802E-02  0.88661      0.28519      0.90513      0.56307      0.77303E-01  0.14698       5.1658       1.0833      0.22922E-04  0.22922E-04
 0.20750D+03  0.9975268       10.00228       10.452      -12.421      0.74639E-03  -1.0423       1.2388     -0.20649E-03   17.853      0.19299E-03   1057.0      0.99694      0.16440E-03  0.63867E-02  0.89502E-02   65107.      0.63867E-02  0.89499E-02  0.82766E-01  0.62716E-01  0.99753      0.22802E-02  0.88679      0.28320      0.90529      0.55625      0.77166E-01  0.14271       5.2445       1.1413      0.22550E-04  0.22550E-04
 0.20775D+03  0.9975268       10.00228       10.680      -12.525      0.75500E-03  -1.0650       1.2492     -0.20816E-03   18.102      0.19299E-03   1056.9      0.99694      0.16440E-03  0.63840E-02  0.89553E-02   65096.      0.63840E-02  0.89551E-02  0.82838E-01  0.64576E-01  0.99753      0.22802E-02  0.88691      0.28139      0.90539      0.54848      0.77066E-01  0.13867       5.3217       1.1975      0.22213E-04  0.22213E-04
 0.20800D+03  0.9975268       10.00227       10.907      -12.628      0.76351E-03  -1.0876       1.2594     -0.20987E-03   18.350      0.20014E-03   1056.7      0.99694      0.16440E-03  0.63823E-02  0.89242E-02   65075.      0.63823E-02  0.89239E-02  0.82882E-01  0.66281E-01  0.99753      0.22731E-02  0.88693      0.27860      0.90541      0.54339      0.77006E-01  0.13464       5.4000       1.2542      0.22622E-04  0.22622E-04
 0.20825D+03  0.9975268       10.00227       11.132      -12.729      0.77192E-03  -1.1101       1.2695     -0.21148E-03   18.596      0.20014E-03   1056.6      0.99694      0.16440E-03  0.63817E-02  0.89286E-02   65065.      0.63817E-02  0.89283E-02  0.82909E-01  0.68081E-01  0.99753      0.22731E-02  0.88688      0.27824      0.90536      0.54274      0.76972E-01  0.13114       5.4728       1.3078      0.22293E-04  0.22293E-04
